,question1,question2,is_duplicate
4549,여자들이 보통 좋아하는 음식이 뭐야?,여자들이 좋아하는 음식이 뭐야?,0
4550,여자들이 싫어하는 남자들 특징 좀 알려주세요.,여자들이 싫어하는 남자들 특징,0
4551,여자들이 좋아하는 남자 말투는 뭐가 있나요.,여자들이 좋아하는 남자 말투 있나?,0
4552,여자들이 좋아하는 남자 특징?,여자들이 좋아하는 남자 특징?,0
4553,여자들이 좋아하는 남자들 스타일이 어떻게 됨?,여자들이 좋아하는 남자들 스타일이 어떻게 됨?,0
4554,여자들이 좋아하는 남자들 특징 알려 줘,여자들이 좋아하는 남자들 특징이 뭐임?,0
4555,여자랑 단둘이 술마시는 남자친구를 이해해줘야할까?,여자랑 단둘이 술마시는 남자친구를 이해해줘야할까?,0
4556,여자로 태어 났으면 어땠을까?,여자해보고 싶어,0
4557,여자사람 친구 많은 남자친구 헤어져야겠죠?,여자친구랑 헤어졌네,1
4558,여자예요? 남자예요?,여자야 남자야,0
4559,여자인데 먼저 다가가도 돼?,여자인데 먼저 다가가도 돼?,0
4560,여자인데 먼저 대쉬해도 됨?,여자인데 먼저 대쉬해도 됨?,0
4561,여자친구 마중 나가야지,여자친구 마중 나가야지,0
4562,여자친구 만나고왔어,여자친구 만났어,0
4563,여자친구 만나고왔어~,여자친구와 헤어지고 세운 목표들,1
4564,여자친구 말고 다른 여자도 만나보고 싶어.,여자친구 말고 다른 사람도 만나보고 싶어.,0
4565,여자친구 보고만 있어도 좋아,여자친구 좋아,0
4566,여자친구 부모님이 나를 좀 무시했어,여자친구 부모님이 나를 무시해,0
4567,여자친구 붙잡느라고 모든걸 쏟아붓고 있습니다,"여자친구와 헤어진지 어느덧 6개월이네,,",1
4568,여자친구 소개 시켜줬어.,친구를 소개 시켜줬어.,1
4569,여자친구 스타일이 마음에 안들어.,여자친구 스타일 바꿔 주고 싶어.,0
4570,여자친구 쌩얼도 예뻐,여자친구 쌩얼 보고 배신감 느껴,1
4571,여자친구 여신같아,여자친구 오늘 여신같았어,0
4572,여자친구 오지랍 장난 아님,여자친구 오지랍 장난 아님,0
4573,여자친구 요구가 심해져,여자친구 요구가 심해져,0
4574,여자친구 집까지 데려다주려고,여자친구 집까지 데려다주려고,0
4575,여자친구 패턴 몰래 봤어,여자친구 패턴 몰래 봤어,0
4576,여자친구가 감정없이 카톡 답장해,여자친구가 감정없이 카톡 답장해,0
4577,여자친구가 갑자기 이유없이 화내,여자친구가 갑자기 이유없이 화내,0
4578,여자친구가 게임을 너무하는게 고민이야.,여자친구가 게임을 너무하는게 고민이야.,0
4579,여자친구가 결혼을 원해,여친이 결혼하재,0
4580,여자친구가 계획적이지 않아서 스트레스 받아.,여자친구가 계획적이지 않아서 스트레스 받아.,0
4581,여자친구가 교환학생 간대,여자친구가 교환학생 다녀온대,0
4582,여자친구가 기념일을 잘 잊어.,여자친구가 기념일을 잘 잊어.,0
4583,여자친구가 나 사랑하는 건지 모르겠어,여자친구가 나 사랑하는 건지 모르겠어,0
4584,여자친구가 나 사랑하는 건지 확신이 없어,여자친구가 나 사랑하는 건지 확신이 없어,0
4585,여자친구가 나를 떠날까봐 고민이야.,여자친구가 나를 떠날까봐 고민이야.,0
4586,여자친구가 나를 안 질려하려면 뭘 준비해야할까?,여자친구가 나를 안 질려하려면 뭘 준비해야할까?,0
4587,여자친구가 나를 sns에 올리지 않아서 서운해.,여자친구가 나를 sns에 올리지 않아서 서운해.,0
4588,여자친구가 내 의견 안 들어,여자친구가 내 의견 안 들어,0
4589,여자친구가 너무 귀가 얇아.,여자친구가 너무 귀가 얇아.,0
4590,여자친구가 너무 많은 걸 기억하길 바라는게 고민임.,여자친구가 너무 많은 걸 기억하길 바라는게 고민임.,0
4591,여자친구가 너무 무뚝뚝해,여자친구가 너무 무뚝뚝해,0
4592,여자친구가 너무 어린거 같아.,여자친구가 너무 어린거 같아.,0
4593,여자친구가 너무 이쁘고 내가 못 생겨서 너무 자존감이 떨어짐,여자친구가 너무 이쁘고 내가 못 생겨서 너무 자존감이 떨어짐,0
4594,여자친구가 너무 좋은데 자존감을 너무 떨어뜨려.,여자친구가 너무 좋은데 자존감을 너무 떨어뜨려.,0
4595,여자친구가 너무 좋은데 점 본거에서는 만나지말래.,여자친구가 너무 좋은데 점 본거에서는 만나지말래.,0
4596,여자친구가 너무 챙김받고 싶어해,여자친구가 너무 받고만 싶어해,0
4597,여자친구가 눈치가 없어.,애가 눈치가 없어.,0
4598,여자친구가 다른남자들에게 인기가 많은게 고민이야.,여자친구가 인기가 많은게 고민이야.,0
4599,여자친구가 담배를 피는게 싫어.,여자친구가 담배를 피는게 싫어.,0
4600,여자친구가 더치페이를 안해.,여자친구가 계산을 안해.,0
4601,여자친구가 데이트 시간을 너무 안 지켜.,여자친구가 데이트 시간을 너무 안 지켜.,0
4602,여자친구가 돈을 안 써,여자친구가 돈을 안 써,0
4603,여자친구가 돈이 너무 없어.,여자친구가 돈이 너무 없어.,0
4604,여자친구가 돌아다니는걸 너무 좋아해,여자친구가 너무 돌아다니는 것 같아,0
4605,여자친구가 말을 듣기 좋게 해,여자친구가 가끔 막말하는게 거슬려,0
4606,여자친구가 바쁜걸 이해못해,여자친구가 바쁜걸 이해못해,0
4607,여자친구가 베지테리언이야,여자친구가 야채만 먹어,0
4608,여자친구가 변해가는거 같아.,여자친구가 변해가는거 같아.,0
4609,여자친구가 사진을 너무 많이 찍어.,여자친구가 사진 찍는 걸 너무 좋아해.,0
4610,여자친구가 소극적이야.,여자친구가 소극적이야.,0
4611,여자친구가 수상해,여자친구가 수상해,0
4612,여자친구가 술만 마시면 필름이 끊기는데 너무 걱정돼.,여자친구가 술 마시면 필름이 끊겨서 너무 걱정돼.,0
4613,여자친구가 술을 못마시는데 분위기를 좋아해서 자주 술마시러가는게 고민이야.,여자친구가 술을 자주 술마시러가는게 고민이야.,0
4614,여자친구가 애교가 많아졌으면 좋겠어.,여자친구가 애교 많았으면 좋겠어,0
4615,여자친구가 연락이 너무 많아.,여자친구가 연락이 너무 많아.,0
4616,여자친구가 연락이 안돼,여자친구가 연락이 안돼,0
4617,여자친구가 연애하는데 가끔씩 막말을 해.,여자친구가 가끔씩 막말을 해.,0
4618,여자친구가 예쁜데 착하기까지해,여자친구가 예쁘고 착해,0
4619,여자친구가 왜 저랑 헤어졌는지 아직도 모르겠어,여자친구의 거짓말,1
4620,여자친구가 음식을 너무 적게 먹어,여자친구가 너무 적게 먹어,0
4621,여자친구가 일정 중에 연락못하는걸 이해못함.,여자친구가 업무 시간에 전화 못받는 걸 이해못함.,0
4622,여자친구가 자기 말만하고 내 말은 안 들어,여자친구가 자기 말만해,0
4623,여자친구가 자꾸 구속해,여자친구가 구속해,0
4624,여자친구가 자꾸 의심해,여자친구가 의심해,0
4625,여자친구가 자꾸 질리게 한다,여자친구한테 질린 듯,0
4626,여자친구가 자주 씻지를 않아.,여자친구가 잘 안씻어.,0
4627,여자친구가 작은 일까지 다 기억해,여자친구가 너무 다 기억해,0
4628,여자친구가 잘 삐져,여자친구가 너무 잘 삐져,0
4629,여자친구가 잘못된건아닌데 표현이 너무 서툴러.,여자친구가 표현이 서툴러.,0
4630,여자친구가 잠이 너무 많아.,여자친구가 잠이 너무 많아.,0
4631,여자친구가 전화를 안해,여자친구가 전화하는 걸 안 좋아해,0
4632,여자친구가 좋은데 믿음이 안 가.,여자친구가 좋은데 믿음이 안 가.,0
4633,여자친구가 좋은데 왠지 모르게 귀찮아.,여자친구가 좋은데 왠지 모르게 귀찮아.,0
4634,여자친구가 준 생일 선물이 별로야,여자친구가 준 생일 선물이 맘에 안든다 ,0
4635,여자친구가 집안일을 너무 안해. 나만 하는거같아.,집안일을 나만 하는거같아.,0
4636,여자친구가 취업하더니 변하더라,취업하더니 변하더라,0
4637,여자친구가 친구들이랑 여행을 가는데 남자도 있으면 어떡해?,여자친구가 여행을 가는데 남자도 있으면 어떡해?,0
4638,여자친구가 클럽에서 춤만 춘다는데 진짜일까?,여자친구가 클럽에서 춤만 춘다는데 진짜일까?,0
4639,여자친구가 클럽을 간다면 어떻게해?,여자친구가 클럽을 간다면 어떻게해?,0
4640,여자친구가 키가 너무 커,여자친구가 키가 커,0
4641,여자친구가 표현을 하게하고싶은데 방법을 잘 모르겠어.,사랑 표현 하게 하고 싶은데 방법을 잘 모르겠어.,0
4642,여자친구가 혼자 여행 간다는게 화나,여자친구가 혼자 여행 가보고 싶다는데,0
4643,여자친구가 화나면 말을 안 해.,여자친구가 화나면 말을 안 해.,0
4644,여자친구가 힘들어하는데 내가 뭘 해줄 수 있을까?,여자친구가 힘들어하는데 내가 뭘 해줄 수 있을까?,0
4645,여자친구랑 남사친이 너무 친해.,여자친구랑 남사친이 너무 친해.,0
4646,여자친구랑 뭐하고 노나,여자친구랑 뭐하고 노나,0
4647,여자친구랑 어디 놀러갈까?,여자친구랑 어디 놀러갈까?,0
4648,여자친구랑 연락문제로 자주 싸워,연락문제로 자주 싸워,0
4649,여자친구랑 종교 때문에 다툼,여자친구랑 종교가 달라,0
4650,여자친구랑 피시방데이트도하고싶은데 어떻게 말을 할까?,여자친구랑 피시방데이트도 하고 싶은데 어떻게 말을 할까?,0
4651,여자친구를 믿는데 가끔 의심이 가.,여자친구를 믿는데 가끔 의심이 가.,0
4652,여자친구에게 고민이나 속사정을 어디까지 얘기해?,여자친구에게 고민이나 속사정을 어디까지 얘기해?,0
4653,여자친구에게 옷선물 좋은 브랜드있어?,여자친구에게 옷선물 좋은 브랜드 있어?,0
4654,여자친구에게 팔찌 목걸이 둘중하나만 선물할 수 있다면 뭐가 좋을까?,여자친구 선물 팔찌랑 목걸이 중에 뭐가 좋을까?,0
4655,여자친구에게 해줄만한 화장품 선물 뭐가 있을까?,여자친구 화장품 선물 뭐가 있을까?,0
4656,여자친구에게 힘들때 어떻게해?,여자친구가 힘들게 할때 어떻게 잘 말하지?,0
4657,여자친구와 노래방을 가면 무슨노래를 부르는게 좋을까?,여자친구와 노래방을 가면 뭐 부를까?,0
4658,여자친구와 여행가고싶은데 부모님이 보수적이야.,여자친구와 여행가고 싶은데 부모님이 보수적이야.,0
4659,여자친구와 여행가는게 부담스러움.,여자친구와 여행가는게 부담스러움.,0
4660,여자친구와 이별한지 정확히 1년이 되는 날이네,여쭈어볼것이있습니다,1
4661,여자친구와 첫키스는 언제했어?,여자친구와 첫키스는 언제했어?,0
4662,여자친구와 커플링 꼭 해야함?,커플링 꼭 해야 함?,0
4663,여자친구와 헤어진지 8일,여친 핸폰번호 기억못하나?,1
4664,여자친구와의 헤어짐을 막고 싶어,여친과의 이별,1
4665,여자친구의 감정기복이 너무 심해.,여자친구의 감정기복이 너무 심해.,0
4666,여자친구의 이성친구가 고민이야.,여자친구의 이성친구가 고민이야.,0
4667,여자친구의 핸드폰 저장명을 뭐로 하지?,여자친구의 핸드폰 저장명을 뭐로 하지?,0
4668,여자친구의 회사가 내가 다니는 회사랑 너무 비교돼,여자친구의 회사가 내가 다니는 회사랑 너무 비교돼,0
4669,여자친구의 sns말투가 고민이야.,여자친구의 말투가 고민이야.,0
4670,여자친구한테 더 이상 설레지 않아,여자친구한테 더 이상 설레지 않아,0
4671,여자친구한테 더 이상 설레지 않아,여자친구한테 더 이상 설레지 않아,0
4672,여자친구한테 서운한 거 같은데 표현하는 게 좋을까?,여자친구한테 서운한 거 같은데 표현하는 게 좋을까?,0
4673,여자친구한테 핸드폰 공개해?,여자친구한테 핸드폰 공개해?,0
4674,여자한테 언제 설레?,여자한테 언제 설레?,0
4675,여전히 괴롭다,여친이 찾아올 거라는 희망고문,1
4676,여친 과소비 심해,여친 과소비 심해,0
4677,여친 데려다 주고 막차 놓침,데려다 주느라 막차 놓침,0
4678,여친 생겼는데 호칭 어떻게 함?,여친 호칭 어떻게 함?,0
4679,여친 쌩얼보고 깜놀했어,여친 쌩얼보고 깜짝 놀랐어,0
4680,여친 있는 짝남이 너무 친절하게 대해줘서 착각하게 돼요.,자꾸 다른 사람이랑 착각하게 돼요.,1
4681,여친 있는 짝남이랑 연락을 해도 될까?,오래 연락 안했는데 연락을 해도 될까?1,1
4682,여친 있는데 다른 여자랑 썸 가능?,썸인거 같은데 회사에서 가능한건가 ,1
4683,여친 진짜 예쁘다,여자친구가 너무 예뻐,0
4684,여친 집에 있는 내 물건들이 돌아왔네,여친이랑 헤어진지 1년째인데 아직도 못잊네.,1
4685,여친과 갈 때까지 가면 질리나,여행이라도 가고싶다,1
4686,여친에게 운동을 하자고 어떻게 돌려말하지.,운동을 하자고 어떻게 돌려말하지.,1
4687,여친이 나랑 찍은 사진 프사로 안해.,프사 바꾸는 거 귀찮아서 잘 안해.,1
4688,여친이 나를 안 좋아하는데 내가 붙잡고 있는 것 같아요.,여친을 내가 붙잡고 있는 것 같아요.,0
4689,여친이 나를 좋아하는게 맞는지 모르겠음.,이게 맞는지 모르겠음.,1
4690,여친이 너무 많이 먹어,나 요즘 밥 너무 많이 먹어,1
4691,여친이 너무 예민해,더워서 예민해져 잠을 못 자 ,1
4692,여친이 드디어 권태기가 온 거 같아.,역시 재회는 힘들어,1
4693,여친이 맨날 욕해,여자친구가 맨날 욕해,0
4694,여친이 아는 형이랑 썸 타는데,아는 형이랑 여수 갔다옴,1
4695,여친이 안 좋은 사이트 해,여친이랑 점점 안 좋아짐,1
4696,여친이 오히려 섬세하지 못해,여친이 섬세하지가 안아,0
4697,여친이 있는 사람인데 왜 나한테 잘해주지?,여친하고 헤어진지 얼마 안됐는데 딴 사람 좋아하게 됨.,1
4698,여친이 있는데 다른 사람이 좋아지고 있어.,여행 온 김에 짝녀 선물 사려하는데 어떻게 생각함?,1
4699,여친이 화난 이유를 아직도 모르겠어,여자친구가 왜 화났는지 모르겠어,0
4700,여친이랑 다툼,연락 말라고 모질게 했내 결국,1
4701,여친집에 찾아가고 싶은데 어떠하죠?,연락 안되서 헤어졌는데 또 연락 기다리고 있네,1
4702,여행 가고 싶은데 시간이 없어.,여행갈 시간도 없다,0
4703,여행 가야지,여행 계획 세워야지,0
4704,여행 와서 짝남 선물 살까하는데,연락 많이 안하는 썸도 있나,1
4705,여행 왔는데 좋아하는 선물로 뭐가 괜찮을까?,연락 많이하는데 썸인지 모르겠어,1
4706,여행지 추천,여행 어디가지,0
4707,여행지에서 마음에 드는 사람 만났어,여행 와서 맘에 드는 사람 만났어,0
4708,역류성 식도염 온 거 같아.,역류성 식도염이 또 도졌어,0
4709,역시 나는 천재야,난 천재다,0
4710,역시 못잊겠습니다.,연락 왔는데 끝냈어,1
4711,역시 이불밖은 위험해,이불밖은 위험해,0
4712,역시나. 후폭풍이 밀려왔네,"연락왔는데,진짜 미칠거같네",1
4713,연극 보러 갈까,같이 연극 보러 갈까,0
4714,연금 받을 수 있을까,연금 믿어도 될까,0
4715,연락 계속 오면 관심 있는 거야?,연락 문제로 지쳐가,1
4716,연락 또 해도 되겠지,연락 많이 해도 되겠지,0
4717,연락 못하는 아픔.,연락을 하면 안되는구나,1
4718,연락 문제로 싸웠는데 어쩌지?,연락해보까?,1
4719,연락 문제로 애인이랑 싸운 적 있어?,연락하고 싶어,1
4720,연락 안오면 어쩌나 걱정되네,연락 안오면 걱정돼,0
